VistaProject,ClientProjectName,VistaQCBatch,VistaSampleID,SampleID,Species,DateSampled,DateReceived,Matrix,Method,DateExtracted,SampleSize,SampleSizeUnits,PercentSolidsLipids,DateAnalyzed,CASNumber,Analyte,Dilution,Concentration,ReportUnits,Percent lipids,EDL,EMPC,MDL,RL,Qualifiers,Basis,Analyst,SURROGATE,Recovery,LCL,UCL,RPDCL,RPD,AnalyteDisplayOrder
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-71,BDE-71,1,ND,pg/g,17.8,9.949999809,0,1.17,61.8,,Wet Wt,ANP,N,,,,,,19
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,5436-43-1,BDE-47,1,63400,pg/g,17.8,0,0,2.03,61.8,"B, E",Wet Wt,ANP,N,,,,,,20
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-66,BDE-66,1,262,pg/g,17.8,0,0,1.36,61.8,,Wet Wt,ANP,N,,,,,,21
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,93703-48-1,BDE-77,1,ND,pg/g,17.8,6.659999847,0,1.56,61.8,,Wet Wt,ANP,N,,,,,,22
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-79,BDE-79,1,ND,pg/g,17.8,5.239999771,0,,61.8,,Wet Wt,ANP,N,,,,,,23
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-100,BDE-100,1,9240,pg/g,17.8,0,0,0.957,61.8,E,Wet Wt,ANP,N,,,,,,24
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-119/120,BDE-119/120,1,59.9,pg/g,17.8,0,0,1.65,124,J,Wet Wt,ANP,N,,,,,,25
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-99,BDE-99,1,13700,pg/g,17.8,0,0,1.10,61.8,E,Wet Wt,ANP,N,,,,,,26
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-116,BDE-116,1,ND,pg/g,17.8,54.5,0,1.26,61.8,,Wet Wt,ANP,N,,,,,,27
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-118,BDE-118,1,96.4,pg/g,17.8,0,0,1.11,61.8,,Wet Wt,ANP,N,,,,,,28
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,182346-21-0,BDE-85,1,164,pg/g,17.8,0,0,2.68,61.8,,Wet Wt,ANP,N,,,,,,29
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-126,BDE-126,1,ND,pg/g,17.8,16.5,0,1.59,61.8,,Wet Wt,ANP,N,,,,,,30
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-105,BDE-105,1,ND,pg/g,17.8,34.29999924,0,,61.8,,Wet Wt,ANP,N,,,,,,31
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-155,BDE-155,1,475,pg/g,17.8,0,0,1.22,61.8,,Wet Wt,ANP,N,,,,,,32
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-128154,BDE-128/154,1,4180,pg/g,17.8,0,0,,124,,Wet Wt,ANP,N,,,,,,33
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,68631-49-2,BDE-153,1,1430,pg/g,17.8,0,0,1.40,61.8,,Wet Wt,ANP,N,,,,,,34
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-139,BDE-139,1,13.5,pg/g,17.8,0,0,1.80,61.8,J,Wet Wt,ANP,N,,,,,,35
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-140,BDE-140,1,18.3,pg/g,17.8,0,0,1.94,61.8,J,Wet Wt,ANP,N,,,,,,36
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-138,BDE-138,1,ND,pg/g,17.8,31.39999962,0,1.87,61.8,,Wet Wt,ANP,N,,,,,,37
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-166,BDE-166,1,ND,pg/g,17.8,50.5,0,0.946,61.8,,Wet Wt,ANP,N,,,,,,38
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-148156169,BDE-148/156/169,1,ND,pg/g,17.8,43.20000076,0,,124,,Wet Wt,ANP,N,,,,,,39
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,446255-22-7,BDE-175,1,ND,pg/g,17.8,14.10000038,0,,61.8,,Wet Wt,ANP,N,,,,,,40
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-184,BDE-184,1,ND,pg/g,17.8,9.81000042,0,2.85,124,,Wet Wt,ANP,N,,,,,,41
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-183176,BDE-183/176,1,305,pg/g,17.8,0,0,3.06,124,B,Wet Wt,ANP,N,,,,,,42
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-191,BDE-191,1,ND,pg/g,17.8,27.20000076,0,3.62,124,,Wet Wt,ANP,N,,,,,,43
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-180,BDE-180,1,ND,pg/g,17.8,28.89999962,0,1.81,124,,Wet Wt,ANP,N,,,,,,44
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-181/177,BDE-181/177,1,ND,pg/g,17.8,30.5,0,3.18,124,,Wet Wt,ANP,N,,,,,,45
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-190/171,BDE-190/171,1,ND,pg/g,17.8,30.20000076,0,5.75,247,,Wet Wt,ANP,N,,,,,,46
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-201,BDE-201,1,ND,pg/g,17.8,54,0,3.03,124,,Wet Wt,ANP,N,,,,,,47
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-204,BDE-204,1,ND,pg/g,17.8,39.79999924,0,3.12,124,,Wet Wt,ANP,N,,,,,,48
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-197,BDE-197,1,ND,pg/g,17.8,30.89999962,0,2.60,124,,Wet Wt,ANP,N,,,,,,49
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-203/200,BDE-203/200,1,ND,pg/g,17.8,0,167.4250031,4.76,124,,Wet Wt,ANP,N,,,,,,50
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-205,BDE-205,1,ND,pg/g,17.8,138,0,4.83,124,,Wet Wt,ANP,N,,,,,,52
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-208,BDE-208,1,ND,pg/g,17.8,80.59999847,0,11.0,309,,Wet Wt,ANP,N,,,,,,53
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-207,BDE-207,1,ND,pg/g,17.8,89,0,7.62,309,,Wet Wt,ANP,N,,,,,,54
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,BDE-206,BDE-206,1,ND,pg/g,17.8,157,0,4.15,309,,Wet Wt,ANP,N,,,,,,55
1804095,930,B9A0012,1804095-01,CRC20181002-MUS6,Mn,02-Oct-2018 13:25,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.809,g,0,11-Jan-2019 21:41,1163-19-5,BDE-209,1,ND,pg/g,17.8,1830,0,29.7,309,,Wet Wt,ANP,N,,,,,,56
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-1,BDE-1,1,ND,pg/g,20.4,105,0,1.07,37.9,,Wet Wt,ANP,N,,,,,,1
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-2,BDE-2,1,ND,pg/g,20.4,64.59999847,0,1.73,37.9,,Wet Wt,ANP,N,,,,,,2
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-3,BDE-3,1,ND,pg/g,20.4,57.79999924,0,0.727,37.9,,Wet Wt,ANP,N,,,,,,3
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-10,BDE-10,1,ND,pg/g,20.4,18.70000076,0,0.787,37.9,,Wet Wt,ANP,N,,,,,,4
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-7,BDE-7,1,ND,pg/g,20.4,16.29999924,0,0.618,37.9,,Wet Wt,ANP,N,,,,,,5
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-8/11,BDE-8/11,1,ND,pg/g,20.4,11.39999962,0,1.26,75.8,,Wet Wt,ANP,N,,,,,,6
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-12,BDE-12,1,ND,pg/g,20.4,10.89999962,0,2.02,37.9,,Wet Wt,ANP,N,,,,,,7
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-13,BDE-13,1,ND,pg/g,20.4,10.10000038,0,2.87,37.9,,Wet Wt,ANP,N,,,,,,8
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-15,BDE-15,1,ND,pg/g,20.4,0,31.97900009,0.605,37.9,,Wet Wt,ANP,N,,,,,,9
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-30,BDE-30,1,ND,pg/g,20.4,15.80000019,0,0.533,37.9,,Wet Wt,ANP,N,,,,,,10
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-32,BDE-32,1,ND,pg/g,20.4,11.89999962,0,0.662,37.9,,Wet Wt,ANP,N,,,,,,11
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-17,BDE-17,1,31.1,pg/g,20.4,0,0,0.722,37.9,J,Wet Wt,ANP,N,,,,,,12
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-25,BDE-25,1,ND,pg/g,20.4,19.10000038,0,0.750,37.9,,Wet Wt,ANP,N,,,,,,13
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,41318-75-6,BDE-28/33,1,ND,pg/g,20.4,0,662.8499756,1.44,75.8,,Wet Wt,ANP,N,,,,,,14
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-35/21,BDE-35/21,1,ND,pg/g,20.4,9.800000191,0,0.932,37.9,,Wet Wt,ANP,N,,,,,,15
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-37,BDE-37,1,ND,pg/g,20.4,8.56000042,0,0.752,37.9,,Wet Wt,ANP,N,,,,,,16
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-75/51,BDE-75/51,1,55.7,pg/g,20.4,0,0,1.15,152,J,Wet Wt,ANP,N,,,,,,17
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-49,BDE-49,1,468,pg/g,20.4,0,0,1.00,75.8,,Wet Wt,ANP,N,,,,,,18
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-71,BDE-71,1,ND,pg/g,20.4,9.819999695,0,1.17,75.8,,Wet Wt,ANP,N,,,,,,19
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,5436-43-1,BDE-47,1,8470,pg/g,20.4,0,0,2.03,75.8,"B, E",Wet Wt,ANP,N,,,,,,20
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-66,BDE-66,1,156,pg/g,20.4,0,0,1.36,75.8,,Wet Wt,ANP,N,,,,,,21
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,93703-48-1,BDE-77,1,ND,pg/g,20.4,6.199999809,0,1.56,75.8,,Wet Wt,ANP,N,,,,,,22
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-79,BDE-79,1,ND,pg/g,20.4,5.170000076,0,,75.8,,Wet Wt,ANP,N,,,,,,23
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-100,BDE-100,1,1370,pg/g,20.4,0,0,0.957,75.8,,Wet Wt,ANP,N,,,,,,24
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-119/120,BDE-119/120,1,ND,pg/g,20.4,31.5,0,1.65,152,,Wet Wt,ANP,N,,,,,,25
